code	billable	short_desc	long_desc	three_digit	major	sub_chapter	chapter	ICD_MAJOR	ICD_FORMATTED	ICD_lower	concat	system	organ	histology_0	histology_1	histology_2
D1631	TRUE	Benign neoplasm of short bones of right lower limb	Benign neoplasm of short bones of right lower limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.31	d1631	d1631 benign neoplasm of short bones of right lower limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D1632	TRUE	Benign neoplasm of short bones of left lower limb	Benign neoplasm of short bones of left lower limb	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.32	d1632	d1632 benign neoplasm of short bones of left lower limb benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D164	TRUE	Benign neoplasm of bones of skull and face	Benign neoplasm of bones of skull and face	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.4	d164	d164 benign neoplasm of bones of skull benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D165	TRUE	Benign neoplasm of lower jaw bone	Benign neoplasm of lower jaw bone	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.5	d165	d165 benign neoplasm of lower jaw bone benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D166	TRUE	Benign neoplasm of vertebral column	Benign neoplasm of vertebral column	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.6	d166	d166 benign neoplasm of vertebral column benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D167	TRUE	Benign neoplasm of ribs, sternum and clavicle	Benign neoplasm of ribs, sternum and clavicle	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.7	d167	d167 benign neoplasm of ribs sternum benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D168	TRUE	Benign neoplasm of pelvic bones, sacrum and coccyx	Benign neoplasm of pelvic bones, sacrum and coccyx	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.8	d168	d168 benign neoplasm of pelvic bones sacrum benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D169	TRUE	Benign neoplasm of bone and articular cartilage, unspecified	Benign neoplasm of bone and articular cartilage, unspecified	D16	Benign neoplasm of bone and articular cartilage	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D16	D16.9	d169	d169 benign neoplasm of bone benign neoplasms except benign neuroendocrine tumors benign neoplasm of bone	endocrine	bone			
D17	FALSE	Benign lipomatous neoplasm	Benign lipomatous neoplasm	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.	d17	d17 benign lipomatous neoplasm benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine		sarcoma	lipo	
D170	TRUE	Ben lipomatous neoplm of skin, subcu of head, face and neck	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.0	d170	d170 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D171	TRUE	Benign lipomatous neoplasm of skin, subcu of trunk	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.1	d171	d171 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D172	FALSE	Benign lipomatous neoplasm of skin, subcu of limb	Benign lipomatous neoplasm of skin and subcutaneous tissue of limb	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.2	d172	d172 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D1720	TRUE	Benign lipomatous neoplasm of skin, subcu of unsp limb	Benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified limb	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.20	d1720	d1720 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D1721	TRUE	Benign lipomatous neoplasm of skin, subcu of right arm	Benign lipomatous neoplasm of skin and subcutaneous tissue of right arm	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.21	d1721	d1721 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D1722	TRUE	Benign lipomatous neoplasm of skin, subcu of left arm	Benign lipomatous neoplasm of skin and subcutaneous tissue of left arm	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.22	d1722	d1722 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D1723	TRUE	Benign lipomatous neoplasm of skin, subcu of right leg	Benign lipomatous neoplasm of skin and subcutaneous tissue of right leg	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.23	d1723	d1723 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D1724	TRUE	Benign lipomatous neoplasm of skin, subcu of left leg	Benign lipomatous neoplasm of skin and subcutaneous tissue of left leg	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.24	d1724	d1724 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D173	FALSE	Benign lipomatous neoplasm of skin, subcu of and unsp sites	Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.3	d173	d173 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D1730	TRUE	Benign lipomatous neoplasm of skin, subcu of unsp sites	Benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified sites	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.30	d1730	d1730 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D1739	TRUE	Benign lipomatous neoplasm of skin, subcu of sites	Benign lipomatous neoplasm of skin and subcutaneous tissue of other sites	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.39	d1739	d1739 benign lipomatous neoplasm of skin benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	skin	sarcoma	lipo	
D174	TRUE	Benign lipomatous neoplasm of intrathoracic organs	Benign lipomatous neoplasm of intrathoracic organs	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.4	d174	d174 benign lipomatous neoplasm of intrathoracic organs benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine		sarcoma	lipo	
D175	TRUE	Benign lipomatous neoplasm of intra-abdominal organs	Benign lipomatous neoplasm of intra-abdominal organs	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.5	d175	d175 benign lipomatous neoplasm of intra abdominal organs benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine		sarcoma	lipo	
D176	TRUE	Benign lipomatous neoplasm of spermatic cord	Benign lipomatous neoplasm of spermatic cord	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.6	d176	d176 benign lipomatous neoplasm of spermatic cord benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine		sarcoma	lipo	
D177	FALSE	Benign lipomatous neoplasm of other sites	Benign lipomatous neoplasm of other sites	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.7	d177	d177 benign lipomatous neoplasm of other sites benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine		sarcoma	lipo	
D1771	TRUE	Benign lipomatous neoplasm of kidney	Benign lipomatous neoplasm of kidney	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.71	d1771	d1771 benign lipomatous neoplasm of kidney benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine	kidney	sarcoma	lipo	
D1772	TRUE	Benign lipomatous neoplasm of other genitourinary organ	Benign lipomatous neoplasm of other genitourinary organ	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.72	d1772	d1772 benign lipomatous neoplasm of other genitourinary organ benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine		sarcoma	lipo	
D1779	TRUE	Benign lipomatous neoplasm of other sites	Benign lipomatous neoplasm of other sites	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.79	d1779	d1779 benign lipomatous neoplasm of other sites benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine		sarcoma	lipo	
D179	TRUE	Benign lipomatous neoplasm, unspecified	Benign lipomatous neoplasm, unspecified	D17	Benign lipomatous neoplasm	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D17	D17.9	d179	d179 benign lipomatous neoplasm unspecified benign neoplasms except benign neuroendocrine tumors benign lipomatous neoplasm	endocrine		sarcoma	lipo	
D18	FALSE	Hemangioma and lymphangioma, any site	Hemangioma and lymphangioma, any site	D18	Hemangioma and lymphangioma, any site	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D18	D18.	d18	d18 hemangioma benign neoplasms except benign neuroendocrine tumors hemangioma	endocrine				
D180	FALSE	Hemangioma	Hemangioma	D18	Hemangioma and lymphangioma, any site	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D18	D18.0	d180	d180 hemangioma benign neoplasms except benign neuroendocrine tumors hemangioma	endocrine				
D1800	TRUE	Hemangioma unspecified site	Hemangioma unspecified site	D18	Hemangioma and lymphangioma, any site	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D18	D18.00	d1800	d1800 hemangioma unspecified site benign neoplasms except benign neuroendocrine tumors hemangioma	endocrine				
D1801	TRUE	Hemangioma of skin and subcutaneous tissue	Hemangioma of skin and subcutaneous tissue	D18	Hemangioma and lymphangioma, any site	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D18	D18.01	d1801	d1801 hemangioma of skin benign neoplasms except benign neuroendocrine tumors hemangioma	endocrine	skin			
D1802	TRUE	Hemangioma of intracranial structures	Hemangioma of intracranial structures	D18	Hemangioma and lymphangioma, any site	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D18	D18.02	d1802	d1802 hemangioma of intracranial structures benign neoplasms except benign neuroendocrine tumors hemangioma	endocrine				
D1803	TRUE	Hemangioma of intra-abdominal structures	Hemangioma of intra-abdominal structures	D18	Hemangioma and lymphangioma, any site	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D18	D18.03	d1803	d1803 hemangioma of intra abdominal structures benign neoplasms except benign neuroendocrine tumors hemangioma	endocrine				
D1809	TRUE	Hemangioma of other sites	Hemangioma of other sites	D18	Hemangioma and lymphangioma, any site	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D18	D18.09	d1809	d1809 hemangioma of other sites benign neoplasms except benign neuroendocrine tumors hemangioma	endocrine				
D181	TRUE	Lymphangioma, any site	Lymphangioma, any site	D18	Hemangioma and lymphangioma, any site	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D18	D18.1	d181	d181 lymphangioma any site benign neoplasms except benign neuroendocrine tumors hemangioma	endocrine				
D19	FALSE	Benign neoplasm of mesothelial tissue	Benign neoplasm of mesothelial tissue	D19	Benign neoplasm of mesothelial tissue	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D19	D19.	d19	d19 benign neoplasm of mesothelial tissue benign neoplasms except benign neuroendocrine tumors benign neoplasm of mesothelial tissue	endocrine				
D190	TRUE	Benign neoplasm of mesothelial tissue of pleura	Benign neoplasm of mesothelial tissue of pleura	D19	Benign neoplasm of mesothelial tissue	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D19	D19.0	d190	d190 benign neoplasm of mesothelial tissue of pleura benign neoplasms except benign neuroendocrine tumors benign neoplasm of mesothelial tissue	endocrine	pleura			
D191	TRUE	Benign neoplasm of mesothelial tissue of peritoneum	Benign neoplasm of mesothelial tissue of peritoneum	D19	Benign neoplasm of mesothelial tissue	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D19	D19.1	d191	d191 benign neoplasm of mesothelial tissue of peritoneum benign neoplasms except benign neuroendocrine tumors benign neoplasm of mesothelial tissue	digestive	peritoneum			
D197	TRUE	Benign neoplasm of mesothelial tissue of other sites	Benign neoplasm of mesothelial tissue of other sites	D19	Benign neoplasm of mesothelial tissue	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D19	D19.7	d197	d197 benign neoplasm of mesothelial tissue of other sites benign neoplasms except benign neuroendocrine tumors benign neoplasm of mesothelial tissue	endocrine				
D199	TRUE	Benign neoplasm of mesothelial tissue, unspecified	Benign neoplasm of mesothelial tissue, unspecified	D19	Benign neoplasm of mesothelial tissue	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D19	D19.9	d199	d199 benign neoplasm of mesothelial tissue unspecified benign neoplasms except benign neuroendocrine tumors benign neoplasm of mesothelial tissue	endocrine				
D20	FALSE	Benign neoplm of soft tissue of retroperiton and peritoneum	Benign neoplasm of soft tissue of retroperitoneum and peritoneum	D20	Benign neoplm of soft tissue of retroperiton and peritoneum	Benign Neoplasms, Except Benign Neuroendocrine Tumors	Neoplasms	D20	D20.	d20	d20 benign neoplasm of soft tissue of retroperitoneum benign neoplasms except benign neuroendocrine tumors benign neoplm of soft tissue of retroperiton	digestive	peritoneum			
